Var1,Var2,cgmlst,SNP
DW371,DW050,230,928
DW372,DW050,244,810
DW373,DW050,253,938
DW374,DW050,234,556
DW375,DW050,234,813
DW376,DW050,284,522
DW377,DW050,229,990
DW379,DW050,264,991
DW380,DW050,257,1029
DW381,DW050,221,980
DW382,DW050,260,992
DW383,DW050,233,998
DW384,DW050,285,535
DW385,DW050,225,1037
DW387,DW050,285,1082
DW388,DW050,230,985
DW389,DW050,272,796
DW390,DW050,284,515
DW391,DW050,284,530
DW392,DW050,285,518
DW395,DW050,207,389
DW396,DW050,280,1184
DW397,DW050,280,523
DW398,DW050,273,775
DW401,DW050,262,536
DW402,DW050,239,885
DW405,DW050,261,1055
DW409,DW050,238,756
DW410,DW050,280,454
DW413,DW050,283,486
DW414,DW050,249,504
DW415,DW050,274,825
DW418,DW050,271,577
DW420,DW050,236,862
DW423,DW050,252,968
DW425,DW050,282,495
DW427,DW050,280,542
DW428,DW050,269,1070
DW429,DW050,267,783
DW430,DW050,241,983
DW432,DW050,204,865
DW433,DW050,263,1093
DW434,DW050,223,1039
DW435,DW050,220,920
DW436,DW050,272,766
DW438,DW050,279,549
DW439,DW050,225,950
DW441,DW050,251,1191
DW442,DW050,223,1029
DW443,DW050,268,1099
DW444,DW050,284,514
DW446,DW050,273,1148
DW448,DW050,275,618
DW449,DW050,247,890
DW450,DW050,213,790
DW451,DW050,284,494
DW452,DW050,242,907
DW454,DW050,234,879
DW456,DW050,270,600
DW458,DW050,245,985
DW460,DW050,265,1127
DW462,DW050,274,553
DW463,DW050,281,727
DW464,DW050,237,836
DW481,DW050,257,909
DW482,DW050,250,1180
DW483,DW050,214,990
DW484,DW050,275,535
DW485,DW050,283,500
DW486,DW050,270,1039
DW487,DW050,233,644
DW488,DW050,271,1109
DW489,DW050,255,1035
M2282,DW050,210,883
M2300,DW050,197,869
M2321,DW050,221,835
M2341,DW050,213,912
M30,DW050,189,777
M6090,DW050,210,854
M6151,DW050,210,807
M6257,DW050,198,786
M6270,DW050,218,915
M6280,DW050,283,1298
M6282,DW050,279,1073
M6283,DW050,263,1091
M6284,DW050,210,903
M6285,DW050,175,731
M6286,DW050,255,1170
M6303,DW050,222,902
M6312,DW050,209,887
M6320,DW050,164,793
M6327,DW050,204,836
M6328,DW050,221,898
M6475,DW050,205,838
M6489,DW050,274,550
M6593,DW050,206,790
M6604,DW050,188,775
M6711,DW050,260,809
M6713,DW050,272,1206
R32G,DW050,186,811
TW10_5G,DW050,187,817
TW10_6G,DW050,188,813
TW48-5G,DW050,187,798
UTMB_10G,DW050,187,810
DW058,DW055,261,1903
DW065,DW055,258,1791
DW077,DW055,141,653
DW079,DW055,262,1731
DW081,DW055,233,1470
DW085,DW055,146,739
DW088,DW055,135,663
DW096,DW055,260,1884
DW097,DW055,226,1479
DW098,DW055,206,1448
DW100,DW055,219,1365
DW108,DW055,246,1821
DW112,DW055,255,1731
DW119,DW055,265,1934
DW121,DW055,219,1156
DW123,DW055,115,579
DW124,DW055,141,675
DW128,DW055,201,1198
DW129,DW055,219,1345
DW131,DW055,115,617
DW133,DW055,243,1616
DW140,DW055,208,1357
DW141,DW055,223,1874
DW148,DW055,271,1915
DW153,DW055,263,1893
DW155,DW055,271,1935
DW166,DW055,281,1693
DW167,DW055,260,1826
DW170,DW055,253,1670
DW172,DW055,251,1649
DW268,DW055,261,1836
DW269,DW055,260,1737
DW270,DW055,262,1861
DW272,DW055,242,1580
DW276,DW055,211,1254
DW277,DW055,214,1282
DW278,DW055,196,1146
DW279,DW055,258,1926
DW281,DW055,262,1899
DW282,DW055,225,1472
DW283,DW055,197,1130
DW285,DW055,260,1886
DW286,DW055,243,1744
DW287,DW055,193,1142
DW290,DW055,122,542
DW292,DW055,259,1768
DW293,DW055,225,1447
DW295,DW055,216,1421
DW296,DW055,231,1456
DW299,DW055,261,1950
DW301,DW055,257,1943
DW303,DW055,139,655
DW304,DW055,260,1724
DW307,DW055,267,1915
DW308,DW055,258,1943
DW309,DW055,257,1847
DW312,DW055,14,66
DW313,DW055,261,1962
DW315,DW055,137,737
DW316,DW055,266,1942
DW318,DW055,221,1418
DW320,DW055,210,1164
DW321,DW055,211,1171
DW325,DW055,252,1936
DW326,DW055,211,1159
DW329,DW055,267,1977
DW330,DW055,271,1876
DW331,DW055,257,1916
DW332,DW055,218,1166
DW334,DW055,260,1861
DW336,DW055,218,1177
DW337,DW055,194,1232
DW339,DW055,263,1980
DW342,DW055,229,1133
DW344,DW055,215,1184
DW345,DW055,199,1315
DW346,DW055,250,1891
DW347,DW055,258,2019
DW349,DW055,239,1827
DW351,DW055,239,1756
DW355,DW055,258,1952
DW356,DW055,231,1474
DW359,DW055,253,1864
DW360,DW055,122,665
DW361,DW055,200,1124
DW365,DW055,244,1822
DW366,DW055,267,1770
DW368,DW055,255,1630
DW369,DW055,215,1094
DW370,DW055,247,1829
DW371,DW055,141,631
DW372,DW055,253,1599
DW373,DW055,232,1418
DW374,DW055,212,1860
DW375,DW055,241,1538
DW376,DW055,266,1815
DW377,DW055,145,663
DW379,DW055,263,1706
DW380,DW055,256,1721
DW381,DW055,111,542
DW382,DW055,235,1442
DW383,DW055,146,723
DW384,DW055,266,1858
DW385,DW055,121,600
DW387,DW055,274,1840
DW388,DW055,144,654
DW389,DW055,249,1612
DW390,DW055,268,1857
DW391,DW055,268,1874
DW392,DW055,264,1823
DW395,DW055,168,294
DW396,DW055,281,1931
DW397,DW055,258,1838
DW398,DW055,260,1796
DW401,DW055,242,1878
DW402,DW055,219,1240
DW405,DW055,261,1783
DW409,DW055,210,1078
DW410,DW055,261,1658
DW413,DW055,266,1802
DW414,DW055,234,1771
DW415,DW055,261,1882
DW418,DW055,256,1774
DW420,DW055,209,980
DW423,DW055,225,1156
DW425,DW055,260,1804
DW427,DW055,264,1853
DW428,DW055,268,1745
DW429,DW055,257,1813
DW430,DW055,213,1090
DW432,DW055,191,1219
DW433,DW055,227,1442
DW434,DW055,117,613
DW435,DW055,144,581
DW436,DW055,258,1800
DW438,DW055,255,1818
DW439,DW055,120,527
DW441,DW055,216,1368
DW442,DW055,117,589
DW443,DW055,268,1819
DW444,DW055,268,1862
DW446,DW055,275,1910
DW448,DW055,256,1845
DW449,DW055,253,1601
DW450,DW055,187,1113
DW451,DW055,268,1808
DW452,DW055,218,1435
DW454,DW055,215,1234
DW456,DW055,254,1785
DW458,DW055,214,1098
DW460,DW055,266,1891
DW462,DW055,255,1864
DW463,DW055,264,1923
DW464,DW055,243,1574
DW481,DW055,231,1387
DW482,DW055,217,1372
DW483,DW055,109,566
DW484,DW055,261,1883
DW485,DW055,261,1803
DW486,DW055,272,1757
DW487,DW055,214,1838
DW488,DW055,249,1615
DW489,DW055,224,1284
M2282,DW055,126,642
M2300,DW055,118,610
M2321,DW055,185,1005
M2341,DW055,152,871
M30,DW055,107,528
M6090,DW055,128,574
M6151,DW055,128,566
M6257,DW055,168,991
M6270,DW055,136,641
M6280,DW055,250,1512
M6282,DW055,269,1984
M6283,DW055,256,1988
M6284,DW055,122,581
M6285,DW055,185,1236
M6286,DW055,242,1675
M6303,DW055,146,740
M6312,DW055,127,605
M6320,DW055,181,1120
M6327,DW055,119,570
M6328,DW055,132,613
M6475,DW055,182,1094
M6489,DW055,255,1841
M6593,DW055,165,975
M6604,DW055,199,1439
M6711,DW055,251,1833
M6713,DW055,278,1989
R32G,DW055,101,570
TW10_5G,DW055,102,571
TW10_6G,DW055,101,572
TW48-5G,DW055,101,570
UTMB_10G,DW055,101,571
DW013,DW058,247,1692
DW027,DW058,243,1615
DW033,DW058,266,1740
DW039,DW058,302,2210
DW041,DW058,189,1051
DW050,DW058,273,867
DW055,DW058,261,1903
DW065,DW058,195,1210
DW077,DW058,284,2072
DW079,DW058,271,1785
DW081,DW058,299,2199
DW085,DW058,289,2094
DW088,DW058,281,2120
DW096,DW058,182,1102
DW097,DW058,271,1673
DW098,DW058,280,2022
DW100,DW058,304,2201
DW108,DW058,182,1061
DW112,DW058,251,1555
DW119,DW058,193,1223
DW121,DW058,303,2178
DW123,DW058,279,2111
DW124,DW058,288,2056
DW128,DW058,274,1724
DW129,DW058,302,2185
DW131,DW058,279,2186
DW133,DW058,244,1465
DW140,DW058,248,1649
DW141,DW058,170,1113
DW148,DW058,192,1136
DW153,DW058,178,1133
DW155,DW058,190,1158
DW166,DW058,287,1878
DW167,DW058,225,1252
DW170,DW058,216,1170
DW172,DW058,243,1512
DW268,DW058,261,1662
DW269,DW058,259,1525
DW270,DW058,260,1644
DW272,DW058,242,1426
DW276,DW058,294,2033
DW277,DW058,275,1936
DW278,DW058,276,2175
DW279,DW058,192,1180
DW281,DW058,177,1105
DW282,DW058,307,2279
DW283,DW058,273,2210
DW285,DW058,265,1651
DW286,DW058,188,1060
DW287,DW058,270,2190
DW290,DW058,279,1986
DW292,DW058,260,1640
DW293,DW058,291,2132
DW295,DW058,287,2225
DW296,DW058,296,2170
DW299,DW058,179,1133
DW301,DW058,177,1146
DW303,DW058,288,2091
DW304,DW058,211,1336
DW307,DW058,182,1132
DW308,DW058,177,1176
DW309,DW058,178,1089
DW312,DW058,273,1993
DW313,DW058,258,1714
DW315,DW058,283,1967
DW316,DW058,181,1151
DW318,DW058,294,2250
DW320,DW058,295,2245
DW321,DW058,294,2245
DW325,DW058,179,1121
DW326,DW058,294,2219
DW329,DW058,84,281
DW330,DW058,269,1663
DW331,DW058,174,1137
DW332,DW058,303,2216
DW334,DW058,260,1681
DW336,DW058,295,2239
DW337,DW058,277,1954
DW339,DW058,25,142
DW342,DW058,248,1577
DW344,DW058,294,2205
DW345,DW058,290,2064
DW346,DW058,186,1161
DW347,DW058,183,1198
DW349,DW058,162,1077
DW351,DW058,204,1244
DW355,DW058,175,1130
DW356,DW058,295,2245
DW359,DW058,198,1138
DW360,DW058,283,2212
DW361,DW058,289,2199
DW365,DW058,167,1007
DW366,DW058,266,1630
DW368,DW058,200,1111
DW369,DW058,241,1496
DW370,DW058,174,1020
DW371,DW058,284,2055
DW372,DW058,240,1439
DW373,DW058,257,1581
DW374,DW058,155,1042
DW375,DW058,235,1394
DW376,DW058,177,1001
DW377,DW058,286,2005
DW379,DW058,266,1527
DW380,DW058,255,1547
DW381,DW058,285,2043
DW382,DW058,275,1717
DW383,DW058,286,1942
DW384,DW058,180,1065
DW385,DW058,289,2135
DW387,DW058,242,1392
DW388,DW058,286,2014
DW389,DW058,244,1409
DW390,DW058,182,1048
DW391,DW058,182,1047
DW392,DW058,182,1024
DW395,DW058,266,1252
DW396,DW058,276,1672
DW397,DW058,177,1022
DW398,DW058,223,1257
DW401,DW058,184,1054
DW402,DW058,301,2036
DW405,DW058,252,1581
DW409,DW058,284,1670
DW410,DW058,182,970
DW413,DW058,184,1015
DW414,DW058,167,1017
DW415,DW058,0,12
DW418,DW058,217,1240
DW420,DW058,292,1931
DW423,DW058,299,1946
DW425,DW058,180,1006
DW427,DW058,178,1034
DW428,DW058,264,1585
DW429,DW058,216,1313
DW430,DW058,296,2143
DW432,DW058,279,1950
DW433,DW058,282,2133
DW434,DW058,286,2140
DW435,DW058,284,2061
DW436,DW058,220,1253
DW438,DW058,190,1073
DW439,DW058,288,2006
DW441,DW058,287,2189
DW442,DW058,285,2110
DW443,DW058,271,1655
DW444,DW058,185,1062
DW446,DW058,268,1652
DW448,DW058,153,848
DW449,DW058,251,1456
DW450,DW058,274,1831
DW451,DW058,182,1020
DW452,DW058,243,1467
DW454,DW058,296,2067
DW456,DW058,216,1257
DW458,DW058,300,2134
DW460,DW058,258,1601
DW462,DW058,186,1080
DW463,DW058,168,1075
DW464,DW058,241,1438
DW481,DW058,270,1657
DW482,DW058,289,2203
DW483,DW058,265,2093
DW484,DW058,174,1049
DW485,DW058,178,1010
DW486,DW058,267,1551
DW487,DW058,147,1065
DW488,DW058,270,1810
DW489,DW058,292,1948
M2282,DW058,279,2048
M2300,DW058,275,2027
M2321,DW058,280,1961
M2341,DW058,269,1825
M30,DW058,266,1916
M6090,DW058,274,1963
M6151,DW058,274,1972
M6257,DW058,279,2040
M6270,DW058,281,2051
M6280,DW058,288,2024
M6282,DW058,239,1592
M6283,DW058,240,1522
M6284,DW058,276,2017
M6285,DW058,254,1827
M6286,DW058,264,1834
M6303,DW058,286,2045
M6312,DW058,273,1987
M6320,DW058,277,2064
M6327,DW058,273,1971
M6328,DW058,294,2065
M6475,DW058,264,1913
M6489,DW058,170,1068
M6593,DW058,268,1908
M6604,DW058,233,1579
M6711,DW058,217,1319
M6713,DW058,263,1698
R32G,DW058,263,2009
TW10_5G,DW058,264,2009
TW10_6G,DW058,264,2011
TW48-5G,DW058,264,2002
UTMB_10G,DW058,264,2008
DW077,DW065,277,1966
DW079,DW065,276,1829
DW081,DW065,301,2220
DW085,DW065,287,2070
DW088,DW065,271,2027
DW096,DW065,191,1095
DW097,DW065,264,1678
DW098,DW065,279,2038
DW100,DW065,292,2072
DW108,DW065,194,1085
DW112,DW065,235,1591
DW119,DW065,209,1267
DW121,DW065,293,2065
DW123,DW065,273,1985
DW124,DW065,276,2011
DW128,DW065,276,1703
DW129,DW065,290,2093
DW131,DW065,273,2100
DW133,DW065,252,1718
DW140,DW065,256,1803
DW141,DW065,178,1147
DW148,DW065,209,1140
DW153,DW065,189,1136
DW155,DW065,208,1179
DW166,DW065,294,1894
DW167,DW065,124,567
DW170,DW065,217,1137
DW172,DW065,243,1701
DW268,DW065,245,1705
DW269,DW065,246,1590
DW270,DW065,248,1714
DW272,DW065,251,1669
DW276,DW065,281,1964
DW277,DW065,273,1952
DW278,DW065,271,2059
DW279,DW065,202,1226
DW281,DW065,188,1138
DW282,DW065,297,2262
DW283,DW065,268,2112
DW285,DW065,249,1727
DW286,DW065,194,1055
DW287,DW065,264,2078
DW290,DW065,269,1873
DW292,DW065,242,1658
DW293,DW065,293,2196
DW295,DW065,289,2241
DW296,DW065,299,2158
DW299,DW065,191,1197
DW301,DW065,190,1118
DW303,DW065,278,1991
DW304,DW065,106,497
DW307,DW065,200,1141
DW308,DW065,188,1182
DW309,DW065,189,1101
DW312,DW065,271,1887
DW313,DW065,244,1733
DW315,DW065,276,1873
DW316,DW065,197,1163
DW318,DW065,293,2261
DW320,DW065,284,2119
DW321,DW065,285,2130
DW325,DW065,193,1179
DW326,DW065,285,2098
DW329,DW065,214,1325
DW330,DW065,253,1664
DW331,DW065,189,1127
DW332,DW065,290,2093
DW334,DW065,243,1722
DW336,DW065,287,2127
DW337,DW065,267,2010
DW339,DW065,200,1314
DW342,DW065,194,1192
DW344,DW065,288,2095
DW345,DW065,280,2130
DW346,DW065,198,1160
DW347,DW065,193,1200
DW349,DW065,177,1047
DW351,DW065,207,1247
DW355,DW065,187,1181
DW356,DW065,292,2241
DW359,DW065,199,1158
DW360,DW065,278,2110
DW361,DW065,280,2073
DW365,DW065,182,1040
DW366,DW065,251,1668
DW368,DW065,134,695
DW369,DW065,176,1120
DW370,DW065,182,1040
DW371,DW065,279,1953
DW372,DW065,244,1679
DW373,DW065,253,1670
DW374,DW065,166,1087
DW375,DW065,247,1631
DW376,DW065,202,1047
DW377,DW065,286,2030
DW379,DW065,249,1582
DW380,DW065,240,1608
DW381,DW065,278,1917
DW382,DW065,266,1709
DW383,DW065,286,2013
DW384,DW065,198,1079
DW385,DW065,283,2022
DW387,DW065,259,1621
DW388,DW065,285,1993
DW389,DW065,182,931
DW390,DW065,195,1072
DW391,DW065,195,1086
DW392,DW065,194,1041
DW395,DW065,254,1286
DW396,DW065,254,1678
DW397,DW065,192,1046
DW398,DW065,123,570
DW401,DW065,193,1066
DW402,DW065,289,1965
DW405,DW065,234,1585
DW409,DW065,280,1691
DW410,DW065,190,955
DW413,DW065,197,1031
DW414,DW065,175,1021
DW415,DW065,195,1215
DW418,DW065,218,1224
DW420,DW065,280,1880
DW423,DW065,292,1914
DW425,DW065,193,1013
DW427,DW065,188,1062
DW428,DW065,251,1655
DW429,DW065,118,590
DW430,DW065,287,2056
DW432,DW065,270,2032
DW433,DW065,273,1991
DW434,DW065,278,2014
DW435,DW065,276,1900
DW436,DW065,119,551
DW438,DW065,199,1088
DW439,DW065,283,1896
DW441,DW065,289,2222
DW442,DW065,278,2004
DW443,DW065,254,1666
DW444,DW065,197,1084
DW446,DW065,259,1678
DW448,DW065,188,1126
DW449,DW065,263,1697
DW450,DW065,277,1976
DW451,DW065,195,1049
DW452,DW065,272,1641
DW454,DW065,288,1990
DW456,DW065,217,1238
DW458,DW065,292,2065
DW460,DW065,235,1597
DW462,DW065,197,1133
DW463,DW065,189,1075
DW464,DW065,251,1695
DW481,DW065,260,1655
DW482,DW065,288,2216
DW483,DW065,267,1983
DW484,DW065,189,1065
DW485,DW065,189,1033
DW486,DW065,246,1521
DW487,DW065,167,1089
DW488,DW065,275,1898
DW489,DW065,291,2007
M2282,DW065,269,1895
M2300,DW065,263,1926
M2321,DW065,274,1906
M2341,DW065,266,1842
M30,DW065,255,1849
M6090,DW065,265,1884
M6151,DW065,265,1921
M6257,DW065,264,1907
M6270,DW065,276,1956
M6280,DW065,280,2019
M6282,DW065,203,1371
M6283,DW065,236,1503
M6284,DW065,273,1951
M6285,DW065,259,1868
M6286,DW065,249,1718
M6303,DW065,277,1966
M6312,DW065,264,1909
M6320,DW065,277,2049
M6327,DW065,261,1922
M6328,DW065,283,1947
M6475,DW065,272,1954
M6489,DW065,185,1090
M6593,DW065,265,1874
M6604,DW065,251,1724
M6711,DW065,117,582
M6713,DW065,240,1735
R32G,DW065,253,1952
TW10_5G,DW065,254,1958
TW10_6G,DW065,254,1954
TW48-5G,DW065,254,1945
UTMB_10G,DW065,254,1953
DW079,DW077,280,1885
DW081,DW077,270,1698
DW085,DW077,180,982
DW088,DW077,96,384
DW096,DW077,286,1989
DW097,DW077,250,1563
DW098,DW077,244,1667
DW100,DW077,242,1552
DW108,DW077,270,1867
DW112,DW077,287,1890
DW119,DW077,297,2037
DW121,DW077,244,1345
DW123,DW077,160,840
DW124,DW077,155,732
DW128,DW077,217,1347
DW129,DW077,242,1588
DW131,DW077,160,941
DW133,DW077,273,1795
DW140,DW077,242,1562
DW141,DW077,244,1960
DW148,DW077,294,1963
DW153,DW077,288,2023
DW155,DW077,292,2047
DW166,DW077,304,1887
DW167,DW077,285,1919
DW170,DW077,274,1772
DW172,DW077,273,1766
DW268,DW077,295,1971
DW269,DW077,296,1853
DW270,DW077,296,2025
DW272,DW077,271,1766
DW276,DW077,237,1446
DW277,DW077,238,1505
DW278,DW077,221,1324
DW279,DW077,283,2024
DW281,DW077,284,1967
DW282,DW077,246,1594
DW283,DW077,221,1353
DW285,DW077,298,2019
DW286,DW077,268,1821
DW287,DW077,220,1314
DW290,DW077,132,599
DW292,DW077,292,2006
DW293,DW077,259,1698
DW295,DW077,249,1626
DW296,DW077,267,1682
DW299,DW077,283,2017
DW301,DW077,277,2020
DW303,DW077,151,730
DW304,DW077,285,1883
DW307,DW077,291,1976
DW308,DW077,282,2067
DW309,DW077,281,1949
DW312,DW077,144,739
DW313,DW077,298,2127
DW315,DW077,150,812
DW316,DW077,290,2028
DW318,DW077,253,1602
DW320,DW077,237,1399
DW321,DW077,237,1404
DW325,DW077,280,2048
DW326,DW077,237,1364
DW329,DW077,293,2148
DW330,DW077,303,2079
DW331,DW077,281,2063
DW332,DW077,245,1374
DW334,DW077,294,2038
DW336,DW077,243,1371
DW337,DW077,215,1391
DW339,DW077,287,2124
DW342,DW077,254,1298
DW344,DW077,237,1426
DW345,DW077,224,1479
DW346,DW077,278,1998
DW347,DW077,288,2037
DW349,DW077,261,1922
DW351,DW077,260,1865
DW355,DW077,285,2047
DW356,DW077,265,1708
DW359,DW077,276,1938
DW360,DW077,166,963
DW361,DW077,229,1347
DW365,DW077,271,1868
DW366,DW077,302,1959
DW368,DW077,276,1770
DW369,DW077,240,1235
DW370,DW077,266,1895
DW371,DW077,110,389
DW372,DW077,273,1692
DW373,DW077,271,1582
DW374,DW077,227,1957
DW375,DW077,265,1731
DW376,DW077,294,1880
DW377,DW077,181,896
DW379,DW077,297,1824
DW380,DW077,291,1889
DW381,DW077,159,760
DW382,DW077,260,1602
DW383,DW077,210,1125
DW384,DW077,290,1940
DW385,DW077,168,840
DW387,DW077,297,1986
DW388,DW077,177,894
DW389,DW077,278,1685
DW390,DW077,288,1926
DW391,DW077,288,1931
DW392,DW077,289,1914
DW395,DW077,188,425
DW396,DW077,306,2109
DW397,DW077,283,1918
DW398,DW077,287,1916
DW401,DW077,263,1901
DW402,DW077,245,1430
DW405,DW077,291,1931
DW409,DW077,237,1226
DW410,DW077,279,1716
DW413,DW077,286,1880
DW414,DW077,258,1834
DW415,DW077,284,2045
DW418,DW077,278,1889
DW420,DW077,236,1136
DW423,DW077,252,1298
DW425,DW077,282,1860
DW427,DW077,286,1929
DW428,DW077,304,1911
DW429,DW077,284,1929
DW430,DW077,237,1274
DW432,DW077,224,1436
DW433,DW077,257,1592
DW434,DW077,162,881
DW435,DW077,133,502
DW436,DW077,286,1882
DW438,DW077,283,1901
DW439,DW077,167,761
DW441,DW077,249,1583
DW442,DW077,163,837
DW443,DW077,303,1910
DW444,DW077,287,1954
DW446,DW077,303,2029
DW448,DW077,280,1953
DW449,DW077,279,1828
DW450,DW077,228,1296
DW451,DW077,288,1874
DW452,DW077,242,1547
DW454,DW077,243,1441
DW456,DW077,277,1927
DW458,DW077,243,1292
DW460,DW077,295,2034
DW462,DW077,279,1921
DW463,DW077,285,2004
DW464,DW077,266,1801
DW481,DW077,255,1552
DW482,DW077,249,1562
DW483,DW077,158,789
DW484,DW077,285,1934
DW485,DW077,287,1882
DW486,DW077,306,1919
DW487,DW077,235,1928
DW488,DW077,274,1810
DW489,DW077,257,1445
M2282,DW077,147,707
M2300,DW077,132,693
M2321,DW077,204,1058
M2341,DW077,168,909
M30,DW077,120,570
M6090,DW077,138,630
M6151,DW077,138,643
M6257,DW077,202,1192
M6270,DW077,151,670
M6280,DW077,279,1683
M6282,DW077,293,2064
M6283,DW077,285,2187
M6284,DW077,135,643
M6285,DW077,218,1395
M6286,DW077,272,1869
M6303,DW077,155,836
M6312,DW077,138,651
M6320,DW077,216,1294
M6327,DW077,130,593
M6328,DW077,153,707
M6475,DW077,208,1302
M6489,DW077,279,1900
M6593,DW077,189,1053
M6604,DW077,228,1593
M6711,DW077,277,1955
M6713,DW077,305,2175
R32G,DW077,112,663
TW10_5G,DW077,113,663
TW10_6G,DW077,112,665
TW48-5G,DW077,112,664
UTMB_10G,DW077,112,663
DW081,DW079,297,2218
DW085,DW079,281,2025
DW088,DW079,275,1902
DW096,DW079,282,1841
DW097,DW079,278,1784
DW098,DW079,287,2087
DW100,DW079,298,2212
DW108,DW079,283,1889
DW112,DW079,274,1858
DW119,DW079,290,1816
DW121,DW079,300,2110
DW123,DW079,282,1940
DW124,DW079,282,2014
DW128,DW079,274,1744
DW129,DW079,295,2237
DW131,DW079,282,2026
DW133,DW079,278,1950
DW140,DW079,262,1792
DW141,DW079,256,1915
DW148,DW079,298,1938
DW153,DW079,292,1919
DW155,DW079,296,1952
DW166,DW079,303,1960
DW167,DW079,277,1728
DW170,DW079,300,1829
DW172,DW079,276,1853
DW268,DW079,282,1951
DW269,DW079,282,1838
DW270,DW079,285,1954
DW272,DW079,276,1912
DW276,DW079,287,2123
DW277,DW079,287,2006
DW278,DW079,280,2071
DW279,DW079,296,1997
DW281,DW079,283,1909
DW282,DW079,287,2082
DW283,DW079,278,2140
DW285,DW079,288,1963
DW286,DW079,283,1814
DW287,DW079,269,2078
DW290,DW079,270,1897
DW292,DW079,280,1891
DW293,DW079,294,2203
DW295,DW079,287,2204
DW296,DW079,298,2204
DW299,DW079,286,1953
DW301,DW079,289,1965
DW303,DW079,283,1981
DW304,DW079,286,1768
DW307,DW079,298,1924
DW308,DW079,275,1904
DW309,DW079,274,1842
DW312,DW079,275,1843
DW313,DW079,278,1943
DW315,DW079,273,1912
DW316,DW079,297,1957
DW318,DW079,293,2201
DW320,DW079,294,2133
DW321,DW079,293,2140
DW325,DW079,275,1894
DW326,DW079,293,2122
DW329,DW079,279,1890
DW330,DW079,279,1893
DW331,DW079,283,1958
DW332,DW079,296,2088
DW334,DW079,282,1962
DW336,DW079,291,2169
DW337,DW079,282,2121
DW339,DW079,272,1871
DW342,DW079,301,1884
DW344,DW079,292,2138
DW345,DW079,296,2237
DW346,DW079,288,1927
DW347,DW079,290,1987
DW349,DW079,270,1850
DW351,DW079,291,1912
DW355,DW079,288,1961
DW356,DW079,295,2210
DW359,DW079,293,1920
DW360,DW079,281,2019
DW361,DW079,287,2079
DW365,DW079,278,1842
DW366,DW079,287,1924
DW368,DW079,289,1817
DW369,DW079,297,1844
DW370,DW079,281,1841
DW371,DW079,272,1816
DW372,DW079,276,1830
DW373,DW079,282,1887
DW374,DW079,240,1887
DW375,DW079,271,1868
DW376,DW079,290,1818
DW377,DW079,279,1938
DW379,DW079,283,1826
DW380,DW079,278,1869
DW381,DW079,283,1880
DW382,DW079,287,1868
DW383,DW079,289,1910
